,Followers.at.Posting,type_Live Video Complete,Likes.at.Posting,time_difference,prep,WC,focuspast,number,OtherP,Sixltr,article,fnctn,page_category_NEWS_SITE,WPS,Period,Comma,motion,we,time,sec_15,sec_30,sec_60,sec_120,sec_half_day,sec_day,sec_7_days,target,popular
132644,272933,0,285005,81934814.0,15.07,73,1.37,4.11,2.74,13.7,6.85,28.77,0,18.25,2.74,2.74,2.74,1.37,6.85,1,1,1,1,1,1,1,3,0
10393,890016,0,925489,65924714.0,9.76,82,1.22,14.63,21.95,20.73,6.1,26.83,0,13.67,10.98,3.66,2.44,1.22,0.0,1,1,1,1,1,1,1,42,1
48584,618625,0,590311,22998014.0,14.58,48,2.08,2.08,0.0,22.92,6.25,33.33,0,12.0,4.17,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,28,0
115757,385762,0,382689,24881061.0,12.07,58,3.45,5.17,13.79,24.14,6.9,25.86,0,29.0,8.62,3.45,1.72,0.0,5.17,1,1,1,1,1,1,1,3,0
132205,729090,0,646044,18318228.0,18.97,58,1.72,3.45,5.17,22.41,3.45,31.03,0,19.33,3.45,5.17,1.72,0.0,8.62,1,1,1,1,1,1,1,47,1
9626,378771,0,372026,64875314.0,10.0,10,0.0,0.0,0.0,40.0,0.0,30.0,0,5.0,0.0,10.0,0.0,0.0,0.0,1,1,1,1,1,1,1,17,0
114619,12794,0,12626,22781594.0,12.16,74,1.35,0.0,8.11,32.43,2.7,29.73,0,14.8,8.11,8.11,4.05,0.0,2.7,1,1,1,1,1,1,1,2,0
100219,143137,0,142060,36350706.0,18.87,53,0.0,0.0,0.0,18.87,13.21,47.17,0,17.67,1.89,0.0,0.0,0.0,3.77,1,1,1,1,1,1,1,7,0
11687,1090755,0,1102065,67675214.0,15.56,45,0.0,0.0,0.0,15.56,6.67,35.56,0,15.0,2.22,15.56,0.0,2.22,2.22,1,1,1,1,1,1,1,23,0
75516,22780,0,23391,64608913.0,18.18,77,1.3,2.6,0.0,23.38,12.99,42.86,0,19.25,7.79,2.6,1.3,0.0,6.49,1,1,1,1,1,1,1,0,0
113958,1467444,1,1449717,21747317.0,16.88,77,0.0,5.19,1.3,16.88,9.09,35.06,0,12.83,3.9,0.0,1.3,1.3,5.19,1,1,1,1,1,1,1,400,1
21934,270611,0,271710,51594321.0,13.21,53,0.0,7.55,9.43,24.53,7.55,32.08,0,10.6,11.32,0.0,0.0,0.0,5.66,1,1,1,1,1,1,1,3,0
62843,128349,0,124615,13504275.0,5.56,36,0.0,5.56,0.0,33.33,5.56,27.78,0,12.0,5.56,0.0,0.0,0.0,8.33,1,1,1,1,1,1,1,0,0
130791,2496474,0,2400198,16406709.0,3.03,33,0.0,6.06,0.0,21.21,3.03,42.42,0,16.5,3.03,9.09,0.0,0.0,6.06,1,1,1,1,1,1,1,371,1
60371,340962,0,317951,9360614.0,7.87,89,0.0,8.99,14.61,29.21,0.0,15.73,0,14.83,4.49,3.37,2.25,0.0,8.99,1,1,1,1,1,1,1,35,0
34113,414307,0,425526,36383998.0,16.36,55,0.0,3.64,0.0,14.55,3.64,29.09,0,9.17,7.27,0.0,10.91,0.0,7.27,1,1,1,1,1,1,1,24,0
4069,26469,0,26345,87637914.0,5.71,35,2.86,14.29,5.71,22.86,5.71,22.86,0,17.5,2.86,2.86,0.0,0.0,22.86,1,1,1,1,1,1,1,1,0
45943,454088,0,461984,19018430.0,5.71,35,0.0,2.86,8.57,34.29,8.57,25.71,0,8.75,14.29,2.86,2.86,0.0,2.86,1,1,1,1,1,1,1,8,0
111748,334451,0,269632,18662830.0,8.33,84,0.0,3.57,22.62,25.0,7.14,26.19,0,21.0,8.33,5.95,1.19,0.0,4.76,1,1,1,1,1,1,1,10,0
64837,91406,0,88171,16607568.0,10.34,29,0.0,0.0,10.34,20.69,3.45,27.59,0,14.5,10.34,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,2,0
122941,284641,0,258962,4150452.0,2.27,44,0.0,11.36,43.18,31.82,2.27,9.09,0,14.67,6.82,0.0,0.0,0.0,4.55,1,1,1,1,1,1,1,0,0
128818,280699,0,258021,13247682.0,16.67,30,0.0,0.0,10.0,13.33,6.67,33.33,0,10.0,13.33,3.33,6.67,3.33,10.0,1,1,1,1,1,1,1,2,0
49074,708638,0,639349,23849714.0,8.0,100,3.0,2.0,20.0,28.0,2.0,23.0,0,25.0,5.0,7.0,2.0,4.0,3.0,1,1,1,1,1,1,1,18,0
124494,65408,0,63640,6188415.0,11.56,199,0.5,4.02,1.01,10.05,5.03,51.76,0,22.11,10.05,3.52,0.5,0.0,2.51,1,1,1,1,1,1,1,15,0
104008,434085,0,452521,40586109.0,8.33,36,0.0,11.11,13.89,2.78,5.56,25.0,0,12.0,5.56,0.0,5.56,0.0,2.78,1,1,1,1,1,1,1,5,0
37917,176250,1,175114,40623824.0,21.88,32,3.12,3.12,3.12,31.25,3.12,34.38,0,16.0,3.12,0.0,6.25,0.0,6.25,1,1,1,1,1,1,1,19,0
11463,109977,0,113855,67321514.0,18.42,76,5.26,0.0,0.0,22.37,10.53,47.37,0,25.33,3.95,1.32,2.63,0.0,2.63,1,1,1,1,1,1,1,8,0
96670,5483552,0,5456857,32259309.0,20.41,49,2.04,4.08,0.0,14.29,6.12,42.86,0,24.5,4.08,4.08,2.04,0.0,4.08,1,1,1,1,1,1,1,5,0
83209,22797,0,23418,75603014.0,5.77,52,0.0,0.0,0.0,17.31,11.54,38.46,0,17.33,3.85,0.0,1.92,0.0,13.46,1,1,1,1,1,1,1,0,0
15693,14666,0,14720,73291917.0,11.11,63,0.0,6.35,0.0,23.81,4.76,55.56,0,12.6,9.52,6.35,6.35,0.0,12.7,1,1,1,1,1,1,1,0,0
65490,580178,0,525274,17550614.0,19.61,51,0.0,1.96,13.73,15.69,3.92,35.29,0,17.0,3.92,0.0,0.0,1.96,1.96,1,1,1,1,1,1,1,348,1
109438,553601,0,560867,47374296.0,15.62,32,0.0,0.0,0.0,21.88,9.38,46.88,0,6.4,9.38,3.12,0.0,0.0,9.38,1,1,1,1,1,1,1,22,0
133700,611696,0,562482,18426515.0,18.75,80,0.0,0.0,0.0,33.75,2.5,36.25,0,20.0,5.0,5.0,1.25,0.0,5.0,1,1,1,1,1,1,1,31,0
3970,169553,0,173835,87455413.0,7.95,88,2.27,1.14,13.64,22.73,2.27,18.18,0,14.67,21.59,17.05,2.27,0.0,4.55,1,1,1,1,1,1,1,15,0
86757,171848,0,175220,81488414.0,12.0,50,0.0,0.0,10.0,24.0,10.0,38.0,0,12.5,6.0,0.0,4.0,2.0,6.0,1,1,1,1,1,1,1,8,0
101648,369193,0,371338,37925714.0,12.38,105,0.95,2.86,0.0,21.9,6.67,38.1,0,13.12,3.81,4.76,0.95,0.0,6.67,1,1,1,1,1,1,1,7,0
69312,521860,0,520797,86163452.0,16.13,31,3.23,3.23,6.45,32.26,3.23,29.03,0,15.5,0.0,6.45,6.45,0.0,22.58,1,1,1,1,1,1,1,4,0
109302,181272,1,185292,47250182.0,21.74,23,4.35,8.7,0.0,17.39,0.0,30.43,0,5.75,8.7,13.04,4.35,4.35,4.35,1,1,1,1,1,1,1,11,0
42403,5896983,0,5759882,46214626.0,4.76,21,4.76,0.0,4.76,23.81,4.76,42.86,1,10.5,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,2,0
52986,560665,0,520542,30259511.0,13.46,52,1.92,0.0,0.0,44.23,9.62,36.54,0,17.33,3.85,3.85,0.0,1.92,0.0,1,1,1,1,1,1,1,7,0
26605,36598,0,35230,57702759.0,7.69,39,0.0,15.38,5.13,35.9,2.56,17.95,0,9.75,7.69,2.56,0.0,0.0,25.64,1,1,1,1,1,1,1,3,0
26949,177183,1,183346,58221756.0,21.74,23,4.35,8.7,0.0,17.39,0.0,30.43,0,5.75,13.04,13.04,4.35,4.35,4.35,1,1,1,1,1,1,1,10,0
108072,589465,0,568898,45621392.0,10.2,49,2.04,0.0,18.37,8.16,0.0,20.41,0,16.33,8.16,2.04,2.04,0.0,4.08,1,1,1,1,1,1,1,5,0
83219,21593,0,21002,75612980.0,12.9,31,0.0,0.0,0.0,19.35,9.68,41.94,1,15.5,0.0,3.23,0.0,0.0,3.23,1,1,1,1,1,1,1,2,0
130167,319897,0,295916,15369748.0,5.88,17,0.0,11.76,5.88,11.76,0.0,17.65,0,5.67,0.0,0.0,0.0,0.0,29.41,1,1,1,1,1,1,1,20,0
69038,4654193,0,4643145,85812526.0,10.34,29,0.0,3.45,0.0,10.34,3.45,51.72,0,14.5,3.45,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,104,1
106463,630060,0,642875,43717814.0,6.76,74,1.35,0.0,5.41,21.62,10.81,32.43,0,14.8,6.76,2.7,5.41,0.0,4.05,1,1,1,1,1,1,1,9,0
127166,23842,0,19291,10537995.0,9.46,74,0.0,0.0,2.7,39.19,9.46,31.08,1,14.8,6.76,4.05,1.35,1.35,4.05,1,1,1,1,1,1,1,38,1
75500,474653,0,478905,64586414.0,11.71,111,0.0,2.7,11.71,18.92,4.5,26.13,0,55.5,5.41,1.8,0.9,0.0,6.31,1,1,1,1,1,1,1,41,1
37582,501577,1,453943,40196916.0,10.84,83,2.41,0.0,8.43,28.92,7.23,25.3,0,16.6,9.64,2.41,2.41,0.0,0.0,1,1,1,1,1,1,1,343,1
10706,34460,0,33282,66257077.0,10.71,56,0.0,10.71,3.57,39.29,1.79,19.64,0,11.2,7.14,1.79,1.79,1.79,25.0,1,1,1,1,1,1,1,8,0
80636,92014,1,92726,71476864.0,11.11,27,3.7,3.7,0.0,29.63,11.11,37.04,0,13.5,3.7,0.0,0.0,0.0,7.41,1,1,1,1,1,1,1,36,0
120364,477338,0,387121,687014.0,17.09,117,0.85,3.42,3.42,21.37,5.98,37.61,0,16.71,7.69,2.56,2.56,0.0,6.84,1,1,1,1,1,1,1,30,0
115592,495339,0,419520,24558914.0,15.05,93,5.38,1.08,0.0,23.66,7.53,38.71,0,23.25,6.45,5.38,2.15,0.0,6.45,1,1,1,1,1,1,1,20,0
104577,184131,1,187704,41300272.0,18.18,22,4.55,4.55,0.0,18.18,4.55,31.82,0,7.33,4.55,13.64,4.55,4.55,4.55,1,1,1,1,1,1,1,13,0
84983,21329,0,20774,78550444.0,14.1,78,1.28,10.26,5.13,15.38,6.41,38.46,1,19.5,3.85,5.13,0.0,1.28,6.41,1,1,1,1,1,1,1,2,0
30895,184339,0,179273,32732114.0,10.77,65,1.54,3.08,0.0,29.23,10.77,30.77,1,32.5,3.08,3.08,3.08,0.0,9.23,1,1,1,1,1,1,1,44,1
98901,532658,1,476122,34906669.0,13.16,38,2.63,0.0,0.0,26.32,10.53,44.74,0,9.5,7.89,0.0,5.26,2.63,2.63,1,1,1,1,1,1,1,60,1
92783,83253,0,84287,57723253.0,13.51,37,2.7,5.41,0.0,13.51,13.51,43.24,0,18.5,2.7,8.11,0.0,0.0,2.7,1,1,1,1,1,1,1,7,0
66752,438156,1,455054,82360522.0,10.14,69,1.45,1.45,10.14,7.25,4.35,31.88,0,23.0,4.35,0.0,1.45,0.0,1.45,1,1,1,1,1,1,1,230,1
25021,185594,0,196608,55657231.0,6.67,15,6.67,0.0,0.0,20.0,6.67,33.33,0,7.5,0.0,0.0,0.0,6.67,0.0,1,1,1,1,1,1,1,18,0
103907,148327,0,149904,40463712.0,9.09,66,1.52,3.03,4.55,24.24,6.06,28.79,0,16.5,7.58,4.55,1.52,1.52,10.61,1,1,1,1,1,1,1,1,0
94342,22395,0,21711,59974460.0,13.64,66,3.03,6.06,1.52,16.67,6.06,28.79,1,22.0,3.03,1.52,1.52,0.0,6.06,1,1,1,1,1,1,1,3,0
80922,175095,0,177310,71947800.0,9.09,22,0.0,9.09,0.0,31.82,4.55,31.82,0,22.0,0.0,0.0,4.55,0.0,13.64,1,1,1,1,1,1,1,4,0
57069,1223046,0,1245332,4425982.0,25.0,52,1.92,7.69,3.85,17.31,5.77,46.15,0,26.0,3.85,1.92,0.0,1.92,0.0,1,1,1,1,1,1,1,2,0
7807,465348,0,476759,93495243.0,10.64,47,2.13,2.13,0.0,21.28,8.51,38.3,0,9.4,6.38,2.13,2.13,0.0,4.26,1,1,1,1,1,1,1,137,1
96820,111592,1,110168,32467673.0,17.39,23,0.0,0.0,0.0,30.43,8.7,34.78,0,7.67,4.35,0.0,0.0,0.0,26.09,1,1,1,1,1,1,1,48,1
101284,85964,0,86251,37531514.0,14.89,47,0.0,10.64,14.89,21.28,4.26,27.66,0,15.67,12.77,0.0,2.13,0.0,14.89,1,1,1,1,1,1,1,4,0
105515,119419,0,120695,42569522.0,15.79,19,0.0,0.0,10.53,21.05,5.26,42.11,0,9.5,5.26,0.0,0.0,0.0,10.53,1,1,1,1,1,1,1,8,0
64127,278594,0,257908,15666874.0,9.62,52,0.0,0.0,23.08,21.15,5.77,23.08,0,13.0,15.38,3.85,1.92,1.92,7.69,1,1,1,1,1,1,1,1,0
81356,25721,0,26440,72581714.0,11.11,72,2.78,5.56,0.0,18.06,12.5,38.89,0,9.0,13.89,2.78,5.56,0.0,2.78,1,1,1,1,1,1,1,2,0
99657,535161,0,509152,35709905.0,13.04,23,0.0,0.0,0.0,21.74,4.35,43.48,0,7.67,4.35,0.0,0.0,0.0,8.7,1,1,1,1,1,1,1,25,0
15147,499045,0,470801,72509113.0,9.52,42,0.0,9.52,2.38,21.43,7.14,33.33,1,8.4,9.52,0.0,4.76,0.0,9.52,1,1,1,1,1,1,1,122,1
51868,605601,0,580383,28445933.0,2.9,69,0.0,5.8,36.23,26.09,1.45,13.04,0,34.5,4.35,0.0,1.45,0.0,1.45,1,1,1,1,1,1,1,28,0
10008,86825,0,89632,65390863.0,13.73,51,0.0,5.88,0.0,19.61,7.84,43.14,0,12.75,3.92,1.96,1.96,1.96,15.69,1,1,1,1,1,1,1,3,0
73949,306324,0,315631,93471108.0,15.38,13,0.0,7.69,0.0,30.77,0.0,23.08,0,6.5,7.69,0.0,0.0,0.0,15.38,1,1,1,1,1,1,1,84,1
8497,168000,1,174962,94646493.0,12.5,24,4.17,4.17,0.0,25.0,0.0,33.33,0,8.0,0.0,0.0,4.17,4.17,12.5,1,1,1,1,1,1,1,25,0
29397,176346,0,182583,61791098.0,5.88,102,2.94,5.88,5.88,29.41,4.9,31.37,0,20.4,5.88,1.96,1.96,2.94,1.96,1,1,1,1,1,1,1,277,1
101658,316757,0,297634,37945376.0,11.59,69,1.45,1.45,0.0,46.38,8.7,26.09,0,13.8,11.59,7.25,0.0,0.0,7.25,1,1,1,1,1,1,1,10,0
106290,276031,0,276749,43545256.0,11.11,36,2.78,8.33,0.0,16.67,5.56,52.78,0,12.0,5.56,2.78,0.0,0.0,0.0,1,1,1,1,1,1,1,3,0
24931,279733,0,291184,55563641.0,18.0,50,0.0,4.0,6.0,22.0,4.0,36.0,0,25.0,2.0,2.0,4.0,0.0,6.0,1,1,1,1,1,1,1,400,1
72045,104799,0,110276,90378397.0,4.44,45,0.0,6.67,11.11,17.78,8.89,42.22,0,22.5,8.89,4.44,2.22,0.0,4.44,1,1,1,1,1,1,1,6,0
111693,49680,0,48968,18539514.0,6.98,172,0.58,1.74,4.07,20.93,4.07,36.63,0,13.23,10.47,0.58,4.07,0.0,4.65,1,1,1,1,1,1,1,11,0
79728,525314,0,534462,70178112.0,5.56,18,0.0,11.11,11.11,16.67,5.56,22.22,0,4.5,5.56,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,42,1
101081,560506,0,567109,37351795.0,17.14,35,0.0,0.0,0.0,22.86,14.29,42.86,0,8.75,5.71,0.0,5.71,0.0,11.43,1,1,1,1,1,1,1,126,1
37013,46892,0,46422,39541047.0,13.58,162,0.0,3.09,2.47,12.96,4.94,46.3,0,14.73,9.88,1.23,6.17,0.0,4.32,1,1,1,1,1,1,1,13,0
31302,96037,0,96806,33242103.0,12.24,49,0.0,2.04,6.12,24.49,2.04,36.73,0,12.25,4.08,2.04,0.0,6.12,6.12,1,1,1,1,1,1,1,11,0
88993,251064,0,254076,52730714.0,17.07,41,0.0,2.44,0.0,31.71,9.76,34.15,0,13.67,9.76,4.88,4.88,0.0,14.63,1,1,1,1,1,1,1,59,1
91913,561634,0,535390,56578214.0,21.92,73,0.0,2.74,0.0,20.55,5.48,42.47,0,36.5,2.74,2.74,2.74,0.0,2.74,1,1,1,1,1,1,1,9,0
56796,257896,0,236374,4158667.0,15.57,122,1.64,2.46,3.28,24.59,3.28,39.34,0,17.43,8.2,8.2,0.82,0.82,3.28,1,1,1,1,1,1,1,6,0
79757,5568077,0,5581583,70226688.0,6.85,73,0.0,5.48,30.14,26.03,8.22,27.4,1,36.5,6.85,2.74,1.37,1.37,0.0,1,1,1,1,1,1,1,21,0
11206,422503,0,410155,67067114.0,14.63,41,0.0,7.32,2.44,17.07,0.0,29.27,0,13.67,2.44,0.0,2.44,0.0,4.88,1,1,1,1,1,1,1,1,0
132166,149292,0,147021,18296702.0,17.46,63,0.0,4.76,0.0,22.22,7.94,36.51,0,15.75,3.17,0.0,1.59,0.0,6.35,1,1,1,1,1,1,1,25,0
61243,604043,0,485019,10979596.0,10.53,76,0.0,3.95,5.26,22.37,3.95,35.53,0,10.86,9.21,5.26,0.0,2.63,1.32,1,1,1,1,1,1,1,81,1
106723,144025,0,143267,44082776.0,18.33,60,1.67,5.0,1.67,28.33,1.67,31.67,0,15.0,6.67,1.67,10.0,0.0,11.67,1,1,1,1,1,1,1,5,0
111676,55633,1,52647,18476627.0,17.14,35,0.0,20.0,11.43,22.86,0.0,25.71,0,11.67,8.57,0.0,0.0,2.86,8.57,1,1,1,1,1,1,1,144,1
13584,5568077,0,5582295,70185310.0,16.67,30,0.0,0.0,0.0,46.67,3.33,33.33,1,15.0,3.33,3.33,10.0,3.33,0.0,1,1,1,1,1,1,1,20,0
33236,85343,1,86280,35356858.0,10.34,29,3.45,3.45,0.0,24.14,6.9,37.93,0,9.67,6.9,3.45,3.45,0.0,10.34,1,1,1,1,1,1,1,12,0
82762,528615,0,528620,74904612.0,8.62,58,0.0,8.62,13.79,25.86,3.45,25.86,0,29.0,5.17,8.62,1.72,0.0,3.45,1,1,1,1,1,1,1,103,1
90043,1479432,0,1466879,54085694.0,14.74,95,1.05,1.05,0.0,17.89,20.0,46.32,0,19.0,4.21,2.11,2.11,2.11,9.47,1,1,1,1,1,1,1,27,0
122912,587989,0,517409,4137914.0,12.5,56,3.57,5.36,7.14,5.36,8.93,42.86,0,14.0,5.36,5.36,1.79,0.0,5.36,1,1,1,1,1,1,1,8,0
104039,352893,1,353351,40606107.0,5.45,55,1.82,20.0,7.27,14.55,3.64,27.27,0,11.0,3.64,3.64,0.0,1.82,10.91,1,1,1,1,1,1,1,26,0
84071,29015,0,28389,76984783.0,3.03,33,0.0,6.06,0.0,36.36,3.03,18.18,0,16.5,3.03,0.0,6.06,0.0,15.15,1,1,1,1,1,1,1,3,0
17597,172559,1,179225,76452993.0,21.74,23,4.35,8.7,0.0,17.39,0.0,30.43,0,5.75,13.04,13.04,4.35,4.35,4.35,1,1,1,1,1,1,1,19,0
30224,187689,1,189331,31709281.0,22.73,22,4.55,9.09,0.0,22.73,0.0,27.27,0,5.5,9.09,13.64,4.55,0.0,4.55,1,1,1,1,1,1,1,11,0
87724,875317,0,878295,51094154.0,8.12,160,0.0,6.88,11.25,29.38,4.38,19.38,0,32.0,6.88,3.75,2.5,0.62,5.62,1,1,1,1,1,1,1,74,1
120843,807710,1,601878,1315810.0,12.66,79,2.53,0.0,10.13,22.78,0.0,20.25,0,11.29,15.19,5.06,5.06,0.0,0.0,1,1,1,1,1,1,1,50,1
90911,1822906,0,1749894,55235638.0,16.33,49,2.04,8.16,0.0,20.41,10.2,38.78,0,12.25,4.08,0.0,6.12,0.0,2.04,1,1,1,1,1,1,1,245,1
82102,582635,0,597654,73780719.0,16.39,61,3.28,1.64,0.0,31.15,6.56,40.98,1,15.25,3.28,1.64,1.64,0.0,6.56,1,1,1,1,1,1,1,5,0
116662,4901417,0,4850676,26474084.0,17.74,62,0.0,0.0,1.61,24.19,4.84,51.61,0,12.4,4.84,1.61,4.84,0.0,6.45,1,1,1,1,1,1,1,240,1
76265,174942,1,181436,65505315.0,22.73,22,4.55,0.0,0.0,22.73,0.0,31.82,0,7.33,9.09,9.09,4.55,4.55,13.64,1,1,1,1,1,1,1,10,0
79047,1247493,0,1281095,69347474.0,15.0,100,6.0,1.0,6.0,20.0,5.0,43.0,0,12.5,11.0,5.0,1.0,1.0,6.0,1,1,1,1,1,1,1,1,0
81683,387557,0,404707,73094140.0,9.62,52,1.92,3.85,0.0,23.08,13.46,44.23,0,10.4,7.69,0.0,3.85,0.0,13.46,1,1,1,1,1,1,1,16,0
105177,167684,1,168912,42245994.0,18.18,44,2.27,0.0,0.0,38.64,2.27,34.09,0,14.67,4.55,0.0,4.55,0.0,2.27,1,1,1,1,1,1,1,28,0
61974,256458,0,226527,12209288.0,19.23,26,0.0,7.69,3.85,19.23,3.85,26.92,0,8.67,7.69,3.85,3.85,0.0,7.69,1,1,1,1,1,1,1,12,0
32695,256656,0,253374,34761291.0,4.26,47,0.0,0.0,19.15,25.53,8.51,25.53,0,11.75,12.77,2.13,0.0,2.13,4.26,1,1,1,1,1,1,1,1,0
59703,167559,1,166448,8362487.0,8.64,81,1.23,3.7,33.33,34.57,3.7,28.4,0,20.25,4.94,6.17,1.23,2.47,3.7,1,1,1,1,1,1,1,14,0
44368,118385,0,119736,48670744.0,15.38,52,0.0,3.85,0.0,26.92,3.85,36.54,0,17.33,3.85,1.92,3.85,1.92,5.77,1,1,1,1,1,1,1,4,0
70223,332446,0,333614,87638091.0,7.84,51,0.0,3.92,13.73,35.29,7.84,15.69,0,51.0,9.8,0.0,0.0,0.0,3.92,1,1,1,1,1,1,1,37,0
65386,222216,0,194237,17450666.0,9.52,105,0.95,0.95,2.86,20.95,5.71,39.05,0,15.0,5.71,4.76,0.0,2.86,12.38,1,1,1,1,1,1,1,6,0
87009,39454,0,37774,50222114.0,17.24,58,3.45,0.0,1.72,25.86,3.45,44.83,0,14.5,8.62,3.45,1.72,1.72,8.62,1,1,1,1,1,1,1,3,0
123334,476771,0,466315,4593239.0,11.54,52,1.92,5.77,0.0,21.15,9.62,40.38,0,10.4,5.77,1.92,5.77,0.0,1.92,1,1,1,1,1,1,1,11,0
134186,25845,0,20711,258029.0,15.56,45,0.0,2.22,6.67,28.89,4.44,24.44,1,45.0,6.67,0.0,4.44,0.0,4.44,1,1,1,1,1,1,0,3,0
21071,271113,0,272194,50472614.0,13.33,15,0.0,6.67,0.0,13.33,6.67,40.0,0,7.5,6.67,0.0,0.0,0.0,13.33,1,1,1,1,1,1,1,9,0
66523,362242,1,351106,82066920.0,13.11,61,3.28,1.64,16.39,26.23,1.64,24.59,0,30.5,9.84,4.92,1.64,1.64,1.64,1,1,1,1,1,1,1,456,1
77502,5594404,0,5602256,67218912.0,13.04,23,4.35,4.35,0.0,21.74,4.35,34.78,1,11.5,0.0,8.7,0.0,0.0,17.39,1,1,1,1,1,1,1,13,0
111433,409736,0,421835,49791312.0,14.93,67,2.99,1.49,0.0,13.43,5.97,52.24,0,33.5,2.99,5.97,1.49,0.0,19.4,1,1,1,1,1,1,1,2,0
58667,418921,0,347007,6669463.0,13.24,68,0.0,7.35,16.18,11.76,5.88,33.82,0,17.0,7.35,1.47,1.47,1.47,5.88,1,1,1,1,1,1,1,11,0
62898,2506247,0,2403208,13584304.0,17.5,40,0.0,0.0,0.0,30.0,5.0,52.5,0,20.0,5.0,2.5,15.0,0.0,5.0,1,1,1,1,1,1,1,117,1
94192,266746,0,268906,59804714.0,8.33,12,0.0,0.0,0.0,25.0,0.0,16.67,0,4.0,16.67,0.0,0.0,0.0,16.67,1,1,1,1,1,1,1,9,0
131168,620448,0,493734,16924508.0,10.61,66,0.0,0.0,7.58,19.7,6.06,39.39,0,11.0,9.09,0.0,9.09,4.55,3.03,1,1,1,1,1,1,1,5,0
104871,119517,0,120779,41729533.0,16.67,54,0.0,3.7,0.0,22.22,5.56,38.89,0,18.0,3.7,3.7,0.0,1.85,14.81,1,1,1,1,1,1,1,1,0
28598,22371,0,21688,60579168.0,13.11,61,1.64,8.2,1.64,26.23,6.56,26.23,1,20.33,3.28,3.28,1.64,0.0,8.2,1,1,1,1,1,1,1,2,0
