,Followers.at.Posting,type_Live Video Complete,Likes.at.Posting,time_difference,prep,WC,focuspast,number,OtherP,Sixltr,article,fnctn,page_category_NEWS_SITE,WPS,Period,Comma,motion,we,time,sec_15,sec_30,sec_60,sec_120,sec_half_day,sec_day,sec_7_days,target,popular
20767,271223,0,272301,50132817.0,14.29,14,0.0,7.14,0.0,14.29,0.0,28.57,0,4.67,7.14,0.0,0.0,0.0,21.43,1,1,1,1,1,1,1,6,0
64346,221098,0,205729,15906717.0,9.62,52,0.0,0.0,0.0,7.69,11.54,46.15,0,13.0,5.77,1.92,1.92,3.85,3.85,1,1,1,1,1,1,1,6,0
106352,106774,1,106860,43613723.0,0.0,12,0.0,8.33,0.0,50.0,0.0,8.33,0,6.0,8.33,0.0,0.0,0.0,16.67,1,1,1,1,1,1,1,43,1
107794,27899,0,27532,45357991.0,10.29,68,4.41,4.41,0.0,20.59,8.82,45.59,0,13.6,13.24,2.94,2.94,0.0,4.41,1,1,1,1,1,1,1,1,0
56716,153355,0,149571,4067689.0,17.57,74,0.0,14.86,4.05,27.03,6.76,28.38,0,37.0,1.35,2.7,2.7,0.0,4.05,1,1,1,1,1,1,1,8,0
90810,297739,0,292937,55138766.0,8.33,84,2.38,1.19,1.19,19.05,9.52,40.48,0,14.0,8.33,2.38,1.19,1.19,0.0,1,1,1,1,1,1,1,45,1
24740,36261,0,36000,55224355.0,18.52,27,0.0,0.0,0.0,3.7,7.41,51.85,0,13.5,3.7,3.7,0.0,0.0,14.81,1,1,1,1,1,1,1,1,0
17667,10275,0,10458,76609934.0,6.1,82,0.0,2.44,8.54,17.07,6.1,35.37,0,13.67,2.44,4.88,2.44,0.0,4.88,1,1,1,1,1,1,1,2,0
8699,5032238,0,5436090,63513609.0,7.32,41,2.44,4.88,0.0,31.71,2.44,34.15,0,20.5,2.44,2.44,2.44,0.0,17.07,1,1,1,1,1,1,1,3,0
117118,229227,0,222397,27156821.0,5.26,19,0.0,5.26,0.0,26.32,5.26,26.32,0,6.33,5.26,0.0,5.26,0.0,15.79,1,1,1,1,1,1,1,7,0
16695,976622,0,997888,75012913.0,21.43,42,4.76,2.38,0.0,23.81,4.76,45.24,0,10.5,11.9,0.0,2.38,0.0,14.29,1,1,1,1,1,1,1,40,1
109863,240117,0,235062,47920214.0,6.85,73,1.37,1.37,17.81,20.55,2.74,17.81,0,18.25,9.59,5.48,1.37,0.0,2.74,1,1,1,1,1,1,1,4,0
62753,255799,0,226397,13381654.0,16.98,53,0.0,3.77,3.77,20.75,11.32,43.4,0,10.6,7.55,1.89,1.89,0.0,13.21,1,1,1,1,1,1,1,12,0
21190,180913,1,184918,50730742.0,22.73,22,4.55,0.0,0.0,22.73,0.0,31.82,0,7.33,4.55,9.09,4.55,4.55,13.64,1,1,1,1,1,1,1,11,0
88701,38148,0,36113,52351584.0,10.0,40,0.0,15.0,5.0,30.0,2.5,17.5,0,10.0,7.5,0.0,0.0,0.0,27.5,1,1,1,1,1,1,1,3,0
96688,111610,1,110180,32295327.0,12.5,16,0.0,0.0,0.0,31.25,0.0,31.25,0,8.0,6.25,0.0,0.0,6.25,25.0,1,1,1,1,1,1,1,38,1
37877,184435,1,187976,40600745.0,21.74,23,4.35,8.7,0.0,17.39,0.0,30.43,0,5.75,8.7,13.04,4.35,4.35,4.35,1,1,1,1,1,1,1,9,0
1656,749371,0,760356,83920143.0,5.0,20,0.0,0.0,0.0,25.0,10.0,40.0,0,6.67,0.0,5.0,0.0,5.0,5.0,1,1,1,1,1,1,1,18,0
5877,87702,0,92831,90363314.0,16.81,113,0.88,5.31,0.0,10.62,9.73,37.17,0,18.83,4.42,7.08,3.54,0.0,3.54,1,1,1,1,1,1,1,2,0
103995,86359,0,85888,40557311.0,16.67,12,0.0,0.0,8.33,25.0,16.67,33.33,0,6.0,0.0,0.0,0.0,0.0,8.33,1,1,1,1,1,1,1,5,0
18697,1732693,0,1678844,78217248.0,13.04,23,0.0,4.35,0.0,17.39,4.35,43.48,0,7.67,4.35,0.0,0.0,0.0,4.35,1,1,1,1,1,1,1,344,1
84836,87831,0,88398,78207914.0,7.14,14,0.0,0.0,0.0,35.71,0.0,35.71,0,7.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,0,0
46740,509817,0,522997,20132714.0,10.0,20,0.0,5.0,30.0,5.0,5.0,15.0,0,10.0,10.0,0.0,0.0,0.0,10.0,1,1,1,1,1,1,1,289,1
13654,1012650,0,1007932,70260003.0,12.5,24,4.17,0.0,0.0,20.83,4.17,50.0,0,24.0,0.0,8.33,0.0,0.0,0.0,1,1,1,1,1,1,1,14,0
87179,229398,0,232607,50398634.0,24.53,53,3.77,3.77,0.0,18.87,11.32,43.4,1,26.5,3.77,3.77,0.0,0.0,1.89,1,1,1,1,1,1,1,18,0
17051,277491,0,276076,75594357.0,17.53,97,3.09,2.06,0.0,24.74,4.12,44.33,0,16.17,8.25,7.22,1.03,0.0,3.09,1,1,1,1,1,1,1,3,0
42126,240494,0,235419,45958814.0,11.76,51,0.0,0.0,5.88,29.41,7.84,23.53,0,12.75,7.84,1.96,0.0,0.0,3.92,1,1,1,1,1,1,1,20,0
35873,181163,0,189221,38277494.0,10.14,69,0.0,0.0,1.45,28.99,1.45,43.48,0,11.5,5.8,0.0,0.0,1.45,5.8,1,1,1,1,1,1,1,16,0
95617,176324,1,182554,61876581.0,22.73,22,4.55,0.0,0.0,22.73,0.0,31.82,0,7.33,4.55,9.09,4.55,4.55,13.64,1,1,1,1,1,1,1,9,0
42393,15382,0,13905,46208414.0,23.64,55,12.73,0.0,0.0,12.73,7.27,41.82,1,27.5,3.64,0.0,7.27,0.0,10.91,1,1,1,1,1,1,1,7,0
114635,12795,0,12627,22827014.0,15.0,40,0.0,7.5,5.0,12.5,2.5,37.5,0,20.0,5.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0
10939,139855,0,143919,66639308.0,9.88,81,3.7,2.47,2.47,25.93,7.41,32.1,0,16.2,4.94,4.94,0.0,3.7,8.64,1,1,1,1,1,1,1,1,0
64186,293667,0,270926,15746112.0,14.94,87,4.6,4.6,2.3,22.99,4.6,48.28,0,17.4,5.75,1.15,0.0,0.0,1.15,1,1,1,1,1,1,1,5,0
16532,313062,0,331864,74666519.0,10.68,103,0.0,4.85,4.85,25.24,6.8,38.83,0,12.88,5.83,7.77,1.94,0.0,4.85,1,1,1,1,1,1,1,76,1
22296,209792,0,212776,52087447.0,7.14,14,0.0,14.29,0.0,28.57,7.14,21.43,0,7.0,7.14,0.0,0.0,0.0,35.71,1,1,1,1,1,1,1,6,0
26834,681566,0,698589,58085710.0,18.18,77,0.0,2.6,6.49,20.78,10.39,35.06,0,15.4,2.6,2.6,7.79,0.0,9.09,1,1,1,1,1,1,1,63,1
42394,189579,0,198888,46209273.0,8.47,59,10.17,3.39,0.0,13.56,6.78,45.76,0,14.75,3.39,3.39,0.0,5.08,6.78,1,1,1,1,1,1,1,6,0
34563,560670,0,567294,36917257.0,10.71,28,0.0,0.0,0.0,25.0,3.57,35.71,0,5.6,3.57,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,52,1
46188,511362,0,523249,19428898.0,7.41,27,0.0,3.7,14.81,29.63,0.0,22.22,0,13.5,11.11,0.0,0.0,0.0,3.7,1,1,1,1,1,1,1,21,0
46411,424908,0,378059,19694414.0,12.99,77,2.6,6.49,9.09,35.06,9.09,35.06,0,25.67,7.79,2.6,2.6,0.0,1.3,1,1,1,1,1,1,1,7,0
29821,2351736,0,2376268,62481429.0,11.11,54,0.0,0.0,0.0,24.07,5.56,48.15,0,13.5,5.56,3.7,1.85,0.0,5.56,1,1,1,1,1,1,1,28,0
96840,4608481,0,4570028,32522059.0,12.0,100,0.0,0.0,1.0,30.0,7.0,59.0,0,14.29,9.0,4.0,1.0,0.0,3.0,1,1,1,1,1,1,1,529,1
14009,29245,0,29823,70774590.0,4.88,41,9.76,4.88,2.44,17.07,9.76,19.51,0,20.5,4.88,4.88,0.0,0.0,17.07,1,1,1,1,1,1,1,0,0
93569,426037,0,446798,58830914.0,14.89,47,0.0,4.26,6.38,14.89,4.26,36.17,0,11.75,4.26,8.51,2.13,2.13,0.0,1,1,1,1,1,1,1,60,1
107802,523512,0,482824,45364214.0,17.24,29,0.0,0.0,0.0,3.45,10.34,31.03,0,7.25,10.34,0.0,0.0,0.0,3.45,1,1,1,1,1,1,1,60,1
108368,254865,0,252009,46040031.0,12.07,58,1.72,3.45,5.17,27.59,8.62,29.31,0,19.33,5.17,3.45,5.17,0.0,8.62,1,1,1,1,1,1,1,2,0
128066,6746661,0,5789291,12166802.0,18.75,32,3.12,3.12,3.12,12.5,6.25,28.12,1,32.0,0.0,0.0,0.0,3.12,6.25,1,1,1,1,1,1,1,2,0
107119,480497,1,438309,44487545.0,15.91,44,2.27,9.09,0.0,20.45,9.09,50.0,0,11.0,6.82,0.0,2.27,6.82,4.55,1,1,1,1,1,1,1,81,1
30904,417883,0,398580,32738080.0,9.68,31,3.23,0.0,9.68,16.13,9.68,41.94,0,15.5,6.45,0.0,3.23,3.23,0.0,1,1,1,1,1,1,1,134,1
54629,423121,1,347768,1282289.0,18.42,76,0.0,9.21,2.63,18.42,5.26,32.89,0,25.33,0.0,1.32,7.89,0.0,9.21,1,1,1,1,1,1,1,6,0
100254,148587,0,150086,36374114.0,7.69,39,0.0,7.69,7.69,30.77,0.0,20.51,0,13.0,2.56,7.69,2.56,0.0,0.0,1,1,1,1,1,1,1,19,0
15787,216540,0,215458,73431144.0,5.88,34,0.0,0.0,23.53,20.59,2.94,17.65,0,11.33,8.82,0.0,5.88,0.0,8.82,1,1,1,1,1,1,1,14,0
86537,171530,0,182723,81061814.0,19.23,52,0.0,0.0,0.0,11.54,5.77,55.77,0,17.33,3.85,1.92,0.0,0.0,3.85,1,1,1,1,1,1,1,62,1
113589,21679,0,18093,21154940.0,15.38,52,0.0,1.92,1.92,30.77,7.69,46.15,1,26.0,3.85,3.85,7.69,0.0,3.85,1,1,1,1,1,1,1,7,0
32433,17653,0,15486,34548340.0,10.61,66,1.52,1.52,3.03,10.61,9.09,51.52,1,22.0,3.03,3.03,3.03,0.0,12.12,1,1,1,1,1,1,1,3,0
31748,1153540,0,1156031,33720013.0,13.16,76,1.32,0.0,5.26,30.26,11.84,39.47,0,19.0,5.26,2.63,3.95,0.0,5.26,1,1,1,1,1,1,1,37,0
56897,476616,0,466010,4262053.0,8.16,49,2.04,6.12,8.16,26.53,2.04,22.45,0,16.33,6.12,6.12,2.04,2.04,8.16,1,1,1,1,1,1,1,3,0
95001,115012,0,115726,60983639.0,17.91,67,1.49,5.97,10.45,16.42,5.97,32.84,0,16.75,4.48,0.0,5.97,0.0,5.97,1,1,1,1,1,1,1,2,0
129458,91457,0,88176,14200761.0,8.2,61,0.0,8.2,29.51,24.59,3.28,31.15,0,20.33,8.2,0.0,1.64,0.0,8.2,1,1,1,1,1,1,1,7,0
8750,330771,0,347959,63585614.0,15.38,78,0.0,7.69,3.85,24.36,7.69,34.62,0,19.5,6.41,2.56,1.28,0.0,3.85,1,1,1,1,1,1,1,12,0
1819,382458,0,400118,84155304.0,19.57,46,0.0,0.0,0.0,10.87,10.87,45.65,0,15.33,4.35,2.17,2.17,0.0,8.7,1,1,1,1,1,1,1,6,0
44303,136893,0,136386,48625807.0,18.75,48,0.0,2.08,2.08,20.83,18.75,41.67,0,24.0,0.0,0.0,2.08,0.0,2.08,1,1,1,1,1,1,1,3,0
92127,1005469,0,1000317,56868009.0,13.79,58,5.17,5.17,0.0,25.86,6.9,41.38,0,19.33,1.72,1.72,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0
15668,128574,0,129778,73263301.0,17.24,87,0.0,3.45,3.45,26.44,5.75,44.83,0,12.43,3.45,0.0,4.6,2.3,5.75,1,1,1,1,1,1,1,2,0
102913,12074,0,11977,39285014.0,13.91,115,0.0,3.48,7.83,26.96,8.7,31.3,0,16.43,6.96,2.61,2.61,0.0,4.35,1,1,1,1,1,1,1,7,0
1574,27143,0,26935,83721488.0,3.7,27,0.0,7.41,0.0,29.63,7.41,14.81,0,9.0,7.41,0.0,0.0,0.0,18.52,1,1,1,1,1,1,1,1,0
106076,349942,1,351618,43216886.0,9.09,11,0.0,0.0,0.0,18.18,0.0,18.18,0,11.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,49,1
108905,346856,1,349248,46657011.0,12.2,41,0.0,12.2,0.0,31.71,7.32,26.83,0,20.5,2.44,7.32,0.0,2.44,9.76,1,1,1,1,1,1,1,32,0
55024,641864,0,605135,1814298.0,8.89,45,0.0,6.67,26.67,35.56,2.22,11.11,0,22.5,6.67,2.22,0.0,0.0,6.67,1,1,1,1,1,1,1,3,0
113156,519013,0,475549,20550278.0,9.41,85,7.06,5.88,8.24,20.0,4.71,21.18,0,42.5,8.24,0.0,0.0,0.0,9.41,1,1,1,1,1,1,1,31,0
54733,213955,1,194352,1374912.0,22.73,22,4.55,9.09,0.0,22.73,0.0,27.27,0,5.5,9.09,13.64,4.55,0.0,4.55,1,1,1,1,1,1,1,31,0
56372,11230651,0,9554595,3673877.0,7.58,66,0.0,1.52,0.0,28.79,4.55,40.91,0,33.0,3.03,3.03,0.0,0.0,1.52,1,1,1,1,1,1,1,6,0
63428,581800,0,525440,14499614.0,3.7,27,0.0,0.0,25.93,18.52,7.41,29.63,0,13.5,7.41,0.0,0.0,3.7,0.0,1,1,1,1,1,1,1,76,1
39425,1840564,0,1759293,42621014.0,11.11,36,0.0,2.78,0.0,19.44,0.0,44.44,0,12.0,2.78,2.78,0.0,0.0,2.78,1,1,1,1,1,1,1,56,1
74027,305892,0,315357,93661776.0,13.11,61,0.0,3.28,9.84,22.95,4.92,26.23,0,20.33,8.2,6.56,6.56,0.0,8.2,1,1,1,1,1,1,1,20,0
64484,5553578,0,5394459,16210123.0,11.11,81,0.0,1.23,1.23,29.63,3.7,49.38,0,16.2,7.41,7.41,2.47,3.7,7.41,1,1,1,1,1,1,1,43,1
132608,171758,0,175195,81883514.0,9.82,112,1.79,3.57,4.46,22.32,3.57,31.25,0,16.0,8.93,1.79,2.68,0.89,9.82,1,1,1,1,1,1,1,11,0
131799,419810,0,337923,17717113.0,17.95,39,0.0,5.13,2.56,23.08,5.13,56.41,0,13.0,2.56,2.56,2.56,2.56,2.56,1,1,1,1,1,1,1,4,0
96257,1805951,0,1738946,63012426.0,10.71,56,1.79,1.79,0.0,14.29,10.71,44.64,0,14.0,3.57,0.0,1.79,0.0,19.64,1,1,1,1,1,1,1,176,1
5047,311159,0,319894,89115248.0,11.11,27,0.0,3.7,3.7,18.52,3.7,25.93,0,9.0,7.41,0.0,0.0,0.0,14.81,1,1,1,1,1,1,1,15,0
117082,377369,0,377970,27122112.0,13.64,88,0.0,7.95,15.91,27.27,6.82,29.55,0,12.57,7.95,0.0,2.27,0.0,4.55,1,1,1,1,1,1,1,4,0
62171,5578483,0,5410717,12560093.0,20.69,58,0.0,0.0,1.72,22.41,5.17,50.0,0,14.5,3.45,3.45,0.0,0.0,3.45,1,1,1,1,1,1,1,59,1
133826,187607,0,193465,18673784.0,15.09,53,3.77,1.89,1.89,45.28,7.55,35.85,0,17.67,5.66,1.89,3.77,0.0,0.0,1,1,1,1,1,1,1,60,1
21694,84604,0,85062,51352934.0,0.0,15,0.0,40.0,13.33,26.67,0.0,0.0,0,15.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,0,0
99436,122638,0,118576,35434747.0,11.54,26,3.85,3.85,7.69,19.23,7.69,23.08,0,13.0,7.69,0.0,0.0,0.0,7.69,1,1,1,1,1,1,1,3,0
69556,32253,0,33423,86596181.0,20.0,15,0.0,0.0,0.0,26.67,6.67,40.0,0,15.0,0.0,6.67,0.0,0.0,26.67,1,1,1,1,1,1,1,0,0
18499,245462,0,255635,77986514.0,0.0,10,0.0,0.0,0.0,40.0,0.0,20.0,0,5.0,0.0,0.0,0.0,0.0,10.0,1,1,1,1,1,1,1,9,0
8410,242379,1,247420,94496834.0,13.33,30,0.0,3.33,0.0,23.33,13.33,36.67,0,15.0,3.33,0.0,0.0,0.0,10.0,1,1,1,1,1,1,1,147,1
14427,202175,0,210121,71395813.0,14.85,101,0.99,0.0,2.97,25.74,5.94,37.62,0,14.43,2.97,4.95,0.0,0.99,6.93,1,1,1,1,1,1,1,3,0
29487,81909,0,82874,61898113.0,16.67,12,0.0,0.0,8.33,8.33,16.67,33.33,0,6.0,0.0,0.0,0.0,0.0,8.33,1,1,1,1,1,1,1,3,0
103493,596701,0,574274,39937818.0,10.64,47,0.0,0.0,10.64,10.64,0.0,40.43,0,23.5,8.51,4.26,0.0,0.0,0.0,1,1,1,1,1,1,1,9,0
112828,33994,0,31233,20057696.0,14.75,61,1.64,11.48,1.64,18.03,8.2,34.43,1,30.5,1.64,6.56,3.28,1.64,4.92,1,1,1,1,1,1,1,1,0
23966,11553,0,11468,54231614.0,16.67,36,0.0,0.0,8.33,27.78,5.56,27.78,0,18.0,8.33,8.33,2.78,0.0,0.0,1,1,1,1,1,1,1,2,0
9412,1100507,0,1116862,64650313.0,16.67,48,0.0,0.0,0.0,25.0,6.25,45.83,0,24.0,4.17,2.08,0.0,0.0,4.17,1,1,1,1,1,1,1,79,1
67015,751447,0,761609,82795119.0,14.29,21,0.0,0.0,0.0,9.52,4.76,42.86,0,5.25,0.0,0.0,0.0,0.0,9.52,1,1,1,1,1,1,1,24,0
2341,170639,1,177181,84927302.0,23.08,26,3.85,11.54,0.0,15.38,0.0,30.77,0,6.5,7.69,11.54,3.85,3.85,3.85,1,1,1,1,1,1,1,22,0
28976,250087,0,248114,61113313.0,7.41,27,0.0,0.0,7.41,18.52,3.7,25.93,0,13.5,11.11,0.0,0.0,3.7,3.7,1,1,1,1,1,1,1,1,0
66208,947886,0,973647,81575918.0,15.0,20,0.0,0.0,5.0,30.0,10.0,25.0,0,10.0,0.0,10.0,0.0,0.0,5.0,1,1,1,1,1,1,1,162,1
80751,999004,0,1019023,71627005.0,4.76,42,0.0,2.38,16.67,16.67,2.38,23.81,0,10.5,4.76,2.38,0.0,0.0,2.38,1,1,1,1,1,1,1,13,0
75235,1440954,0,1435494,64187294.0,14.29,70,8.57,2.86,0.0,18.57,11.43,50.0,0,8.75,12.86,4.29,1.43,0.0,12.86,1,1,1,1,1,1,1,97,1
3228,28980,0,30064,86360686.0,14.0,50,2.0,0.0,2.0,20.0,6.0,34.0,0,10.0,10.0,6.0,4.0,0.0,10.0,1,1,1,1,1,1,1,0,0
7864,168704,1,175596,93653788.0,20.83,24,4.17,8.33,0.0,20.83,0.0,25.0,0,6.0,8.33,12.5,4.17,0.0,4.17,1,1,1,1,1,1,1,14,0
115590,86706,1,87308,24551102.0,18.75,16,0.0,6.25,0.0,25.0,6.25,31.25,0,8.0,6.25,0.0,0.0,0.0,12.5,1,1,1,1,1,1,1,91,1
125966,220050,0,199511,8486671.0,13.68,95,5.26,1.05,1.05,18.95,13.68,52.63,0,15.83,8.42,4.21,0.0,3.16,8.42,1,1,1,1,1,1,1,12,0
46969,187182,0,193243,20498956.0,17.39,46,6.52,0.0,2.17,28.26,8.7,47.83,0,23.0,2.17,4.35,4.35,0.0,2.17,1,1,1,1,1,1,1,153,1
133618,543807,1,483183,32088884.0,15.38,65,3.08,0.0,0.0,30.77,6.15,40.0,0,9.29,6.15,6.15,6.15,3.08,6.15,1,1,1,1,1,1,1,65,1
96023,477065,0,480439,62548814.0,16.48,91,0.0,10.99,2.2,24.18,4.4,37.36,0,13.0,10.99,2.2,0.0,0.0,9.89,1,1,1,1,1,1,1,136,1
12337,10578,0,10751,68573894.0,5.88,51,1.96,1.96,3.92,15.69,3.92,39.22,0,17.0,3.92,1.96,1.96,0.0,9.8,1,1,1,1,1,1,1,3,0
5321,362666,0,359647,89573114.0,11.76,68,1.47,2.94,14.71,14.71,8.82,29.41,0,17.0,8.82,0.0,4.41,0.0,4.41,1,1,1,1,1,1,1,4,0
117984,440008,0,457268,28410888.0,8.77,57,3.51,10.53,17.54,24.56,1.75,12.28,0,28.5,5.26,10.53,1.75,1.75,0.0,1,1,1,1,1,1,1,1,0
33929,5941558,0,5754505,36212109.0,15.15,33,0.0,3.03,0.0,33.33,6.06,39.39,1,16.5,3.03,9.09,6.06,0.0,3.03,1,1,1,1,1,1,1,10,0
66106,626314,0,595393,18402932.0,11.76,51,1.96,7.84,21.57,15.69,3.92,31.37,0,25.5,5.88,1.96,1.96,0.0,11.76,1,1,1,1,1,1,1,7,0
115172,446454,0,460029,23759690.0,12.0,50,2.0,2.0,16.0,14.0,0.0,44.0,0,12.5,6.0,2.0,2.0,4.0,2.0,1,1,1,1,1,1,1,1,0
20107,417116,0,438124,80600714.0,14.29,35,0.0,0.0,0.0,25.71,5.71,31.43,0,17.5,5.71,2.86,2.86,0.0,2.86,1,1,1,1,1,1,1,3,0
71251,264534,0,278302,89187914.0,13.92,79,2.53,6.33,0.0,20.25,7.59,32.91,0,13.17,8.86,3.8,0.0,0.0,7.59,1,1,1,1,1,1,1,11,0
4328,422134,0,422056,87967087.0,16.67,18,5.56,0.0,0.0,16.67,11.11,33.33,0,9.0,5.56,0.0,0.0,0.0,5.56,1,1,1,1,1,1,1,19,0
75594,131411,0,132491,64689912.0,20.18,109,0.0,5.5,0.0,21.1,8.26,45.87,0,13.62,5.5,0.92,3.67,0.0,4.59,1,1,1,1,1,1,1,8,0
132959,22775,0,23381,63658513.0,10.17,59,0.0,0.0,0.0,11.86,11.86,45.76,0,19.67,3.39,0.0,1.69,1.69,8.47,1,1,1,1,1,1,1,1,0
45205,45139,0,44818,49731337.0,11.11,234,2.56,2.14,2.99,21.37,5.98,46.58,0,13.76,8.97,2.99,1.28,0.0,2.56,1,1,1,1,1,1,1,3,0
10670,272506,0,285362,66197780.0,22.0,50,0.0,10.0,8.0,20.0,2.0,38.0,0,16.67,0.0,4.0,0.0,0.0,4.0,1,1,1,1,1,1,1,17,0
35777,186076,1,188920,38188919.0,21.74,23,4.35,8.7,0.0,17.39,0.0,30.43,0,5.75,8.7,13.04,4.35,4.35,4.35,1,1,1,1,1,1,1,32,0
67460,750023,0,761090,83399935.0,13.33,15,0.0,0.0,0.0,13.33,6.67,40.0,0,5.0,0.0,0.0,0.0,0.0,13.33,1,1,1,1,1,1,1,22,0
65216,6520448,0,5946567,17118310.0,20.9,67,0.0,2.99,1.49,37.31,8.96,34.33,1,22.33,2.99,4.48,2.99,0.0,5.97,1,1,1,1,1,1,1,17,0
34552,191191,0,199794,36912014.0,8.0,25,8.0,0.0,0.0,12.0,4.0,44.0,0,12.5,0.0,4.0,0.0,8.0,4.0,1,1,1,1,1,1,1,9,0
16796,128279,0,129537,75151514.0,14.63,41,0.0,0.0,0.0,17.07,12.2,34.15,0,13.67,0.0,0.0,4.88,0.0,9.76,1,1,1,1,1,1,1,18,0
67351,76871,0,78306,83152513.0,16.67,12,0.0,0.0,8.33,25.0,16.67,33.33,0,6.0,0.0,0.0,0.0,0.0,8.33,1,1,1,1,1,1,1,14,0
95369,139368,0,142801,61532302.0,14.1,78,2.56,0.0,1.28,28.21,5.13,32.05,0,39.0,5.13,8.97,2.56,0.0,8.97,1,1,1,1,1,1,1,4,0
26514,256886,0,265701,57617114.0,10.0,10,0.0,0.0,0.0,30.0,10.0,20.0,0,5.0,0.0,0.0,0.0,0.0,20.0,1,1,1,1,1,1,1,28,0
55899,792032,1,592812,3054510.0,10.42,48,2.08,2.08,6.25,14.58,4.17,29.17,0,16.0,14.58,4.17,2.08,2.08,0.0,1,1,1,1,1,1,1,82,1
1580,9593,0,9166,83724022.0,14.04,57,0.0,0.0,0.0,40.35,1.75,33.33,1,19.0,5.26,5.26,3.51,1.75,1.75,1,1,1,1,1,1,1,19,0
68411,610064,1,613002,84824594.0,13.79,29,0.0,0.0,0.0,13.79,6.9,48.28,0,9.67,3.45,0.0,13.79,0.0,3.45,1,1,1,1,1,1,1,156,1
12595,25800,0,26521,68954858.0,12.68,71,1.41,4.23,0.0,15.49,9.86,45.07,0,10.14,8.45,2.82,1.41,0.0,8.45,1,1,1,1,1,1,1,1,0
116272,582544,1,508541,25834448.0,9.38,32,3.12,6.25,0.0,21.88,0.0,25.0,0,8.0,9.38,3.12,6.25,0.0,6.25,1,1,1,1,1,1,1,449,1
65226,618156,0,516626,17131214.0,24.24,33,3.03,0.0,0.0,12.12,6.06,39.39,0,8.25,3.03,3.03,3.03,3.03,9.09,1,1,1,1,1,1,1,146,1
17362,549510,0,539794,76140037.0,11.11,54,0.0,3.7,9.26,16.67,5.56,27.78,0,7.71,7.41,7.41,1.85,0.0,11.11,1,1,1,1,1,1,1,254,1
31151,417797,0,398516,33002702.0,15.15,33,6.06,3.03,6.06,24.24,0.0,30.3,0,16.5,6.06,0.0,6.06,6.06,6.06,1,1,1,1,1,1,1,118,1
72833,402451,0,410939,91763979.0,10.71,28,0.0,0.0,7.14,10.71,10.71,35.71,1,9.33,3.57,3.57,0.0,3.57,0.0,1,1,1,1,1,1,1,41,1
91296,398593,0,414044,55764777.0,16.67,30,0.0,3.33,0.0,16.67,6.67,36.67,0,7.5,6.67,10.0,0.0,0.0,13.33,1,1,1,1,1,1,1,11,0
25402,296824,1,291962,56170883.0,8.0,25,0.0,8.0,0.0,20.0,4.0,20.0,0,12.5,0.0,0.0,0.0,0.0,16.0,1,1,1,1,1,1,1,46,1
57845,42041,0,39823,5538686.0,8.33,24,0.0,0.0,4.17,25.0,0.0,45.83,0,6.0,8.33,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,3,0
50654,709173,0,615865,26646906.0,14.29,28,0.0,0.0,25.0,25.0,0.0,28.57,0,9.33,10.71,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,4,0
8092,105297,0,109173,93940266.0,8.33,36,5.56,5.56,0.0,30.56,5.56,27.78,0,18.0,5.56,0.0,0.0,0.0,2.78,1,1,1,1,1,1,1,111,1
88521,180723,1,184726,52139491.0,13.64,22,4.55,0.0,0.0,31.82,0.0,27.27,0,7.33,4.55,9.09,4.55,4.55,13.64,1,1,1,1,1,1,1,22,0
109780,83816,1,85007,47848964.0,8.33,24,0.0,4.17,0.0,29.17,4.17,33.33,0,8.0,8.33,0.0,0.0,0.0,8.33,1,1,1,1,1,1,1,16,0
13039,390884,0,388086,69540913.0,20.0,40,0.0,5.0,0.0,10.0,5.0,32.5,1,10.0,12.5,2.5,5.0,0.0,5.0,1,1,1,1,1,1,1,6,0
48391,239825,0,225086,22624363.0,16.0,50,0.0,0.0,0.0,12.0,10.0,42.0,0,10.0,8.0,0.0,0.0,2.0,20.0,1,1,1,1,1,1,1,13,0
113203,588910,0,588467,20584511.0,19.35,31,0.0,3.23,3.23,19.35,3.23,45.16,0,10.33,3.23,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,42,1
92494,11056,0,11211,57428414.0,10.94,64,1.56,0.0,3.12,15.62,6.25,37.5,0,16.0,3.12,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,12,0
332,759305,0,766695,81932937.0,10.0,20,0.0,0.0,0.0,20.0,10.0,40.0,0,10.0,0.0,5.0,0.0,0.0,25.0,1,1,1,1,1,1,1,21,0
85444,193684,0,198417,79310997.0,12.5,24,0.0,0.0,0.0,16.67,12.5,37.5,0,8.0,8.33,0.0,0.0,0.0,29.17,1,1,1,1,1,1,1,10,0
21259,33666,0,33888,50801113.0,4.26,47,0.0,6.38,21.28,12.77,2.13,23.4,0,15.67,4.26,0.0,0.0,0.0,2.13,1,1,1,1,1,1,1,3,0
